Src,Eqid,Version,Datetime,Lat,Lon,Magnitude,Depth,NST,Region
ak,10714308,2,"Monday, May 13, 2013 08:05:45 UTC",63.1184,-151.4862,1.1,0.90,13,"Central Alaska"
nc,71990736,4,"Monday, May 13, 2013 08:04:46 UTC",37.0965,-121.1317,1.2,4.80,26,"Central California"
nn,00411647,1,"Monday, May 13, 2013 07:43:33 UTC",36.0692,-115.1372,2.3,12.60,12,"Las Vegas urban area, Nevada"
nc,71990721,3,"Monday, May 13, 2013 07:20:07 UTC",39.3657,-122.8622,1.2,9.30,15,"Northern California"
hv,60499196,1,"Monday, May 13, 2013 07:14:32 UTC",19.3987,-155.4933,1.7,9.90,27,"Island of Hawaii, Hawaii"
ak,10714222,3,"Monday, May 13, 2013 06:11:40 UTC",60.8299,-151.8021,3.1,76.50,78,"Kenai Peninsula, Alaska"
nc,71990706,3,"Monday, May 13, 2013 06:03:20 UTC",36.9520,-120.2700,1.9,18.20,17,"Central California"
ak,10717770,2,"Monday, May 13, 2013 05:50:33 UTC",52.0115,-171.6021,2.4,16.10, 9,"Fox Islands, Aleutian Islands, Alaska"
uw,60529147,3,"Monday, May 13, 2013 05:47:09 UTC",47.7493,-120.2003,2.2,3.50,23,"Washington"
ci,15341913,3,"Monday, May 13, 2013 05:45:51 UTC",34.1013,-117.4767,1.1,6.70,37,"Greater Los Angeles area, California"
nn,00411642,1,"Monday, May 13, 2013 05:37:02 UTC",36.7284,-116.2491,1.2,2.70,19,"Nevada"
ak,10717769,2,"Monday, May 13, 2013 05:34:11 UTC",58.8023,-154.0200,1.5,7.70,12,"Alaska Peninsula"
nc,71990691,2,"Monday, May 13, 2013 05:25:18 UTC",37.6455,-119.3823,1.4,0.00,28,"Central California"
nm,051313a,A,"Monday, May 13, 2013 05:18:32 UTC",36.3523,-89.5482,1.6,10.40,19,"southeastern Missouri"
ak,10717768,2,"Monday, May 13, 2013 05:17:00 UTC",58.8622,-153.6118,1.3,0.90, 9,"Kodiak Island region, Alaska"
ak,10714211,2,"Monday, May 13, 2013 05:12:13 UTC",51.2469,-177.9003,2.5,23.40,15,"Andreanof Islands, Aleutian Islands, Alaska"
hv,60499181,1,"Monday, May 13, 2013 05:08:45 UTC",19.2118,-155.5380,2.4,38.10,37,"Island of Hawaii, Hawaii"
ak,10717766,2,"Monday, May 13, 2013 05:06:48 UTC",58.8562,-153.7057,1.1,10.20, 8,"Kodiak Island region, Alaska"
us,c000gv4w,B,"Monday, May 13, 2013 04:58:05 UTC",-19.8717,-177.7786,4.6,548.80,81,"Fiji region"
ak,10714205,2,"Monday, May 13, 2013 04:40:14 UTC",58.8632,-153.6341,2.1,1.10,21,"Kodiak Island region, Alaska"
ak,10717764,2,"Monday, May 13, 2013 04:24:16 UTC",63.2416,-150.6987,1.1,125.90,13,"Central Alaska"
ak,10717763,2,"Monday, May 13, 2013 04:10:35 UTC",58.8223,-153.6584,1.7,8.30,14,"Kodiak Island region, Alaska"
ak,10717761,2,"Monday, May 13, 2013 04:00:48 UTC",58.9189,-153.8259,1.3,4.10, 9,"Kodiak Island region, Alaska"
ak,10717760,2,"Monday, May 13, 2013 03:54:11 UTC",58.8565,-153.7035,1.5,9.40,10,"Kodiak Island region, Alaska"
nc,71990666,0,"Monday, May 13, 2013 03:53:10 UTC",38.8345,-122.8080,1.2,2.80,20,"Northern California"
hv,60499166,1,"Monday, May 13, 2013 03:41:33 UTC",19.0938,-155.4737,1.9,29.70,21,"Island of Hawaii, Hawaii"
ak,10717759,2,"Monday, May 13, 2013 03:37:03 UTC",58.8590,-153.6971,1.8,8.80,16,"Kodiak Island region, Alaska"
ak,10717758,2,"Monday, May 13, 2013 03:36:30 UTC",51.3109,-176.0746,1.5,17.50, 8,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10717757,2,"Monday, May 13, 2013 03:34:31 UTC",52.2244,-171.7729,2.5,7.20,10,"Fox Islands, Aleutian Islands, Alaska"
ak,10714197,2,"Monday, May 13, 2013 03:30:12 UTC",58.8963,-153.7814,1.8,8.20,17,"Kodiak Island region, Alaska"
ak,10714196,2,"Monday, May 13, 2013 03:25:04 UTC",51.9913,-173.8219,2.0,13.40,10,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10714194,2,"Monday, May 13, 2013 03:23:24 UTC",62.0856,-150.6257,1.5,13.00,19,"Central Alaska"
ak,10717753,2,"Monday, May 13, 2013 03:14:46 UTC",52.2641,-173.1081,1.8,6.60,10,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10714192,2,"Monday, May 13, 2013 03:14:19 UTC",58.8484,-153.6344,2.0,2.40,17,"Kodiak Island region, Alaska"
ak,10717751,2,"Monday, May 13, 2013 02:45:26 UTC",54.4857,-161.5958,2.3,25.50, 6,"Alaska Peninsula"
ci,15341889,4,"Monday, May 13, 2013 02:44:12 UTC",33.1588,-115.6418,1.3,2.20,34,"Southern California"
nc,71990646,3,"Monday, May 13, 2013 02:22:31 UTC",36.0403,-120.1023,2.2,9.90,95,"Central California"
ak,10714188,2,"Monday, May 13, 2013 02:21:22 UTC",58.7725,-153.9289,2.1,9.40,19,"Kodiak Island region, Alaska"
ak,10714187,2,"Monday, May 13, 2013 02:17:21 UTC",63.6566,-148.1103,1.1,80.40,18,"Central Alaska"
ci,15341865,3,"Monday, May 13, 2013 01:46:56 UTC",36.0708,-117.8372,1.5,1.70,27,"Central California"
ak,10714183,2,"Monday, May 13, 2013 01:43:24 UTC",63.5403,-150.8598,1.3,9.10,19,"Central Alaska"
ak,10717747,2,"Monday, May 13, 2013 01:29:17 UTC",58.7861,-154.0016,1.5,8.20,12,"Alaska Peninsula"
ak,10717746,2,"Monday, May 13, 2013 01:27:37 UTC",63.0575,-150.6288,1.0,107.60,16,"Central Alaska"
nc,71990631,3,"Monday, May 13, 2013 00:59:23 UTC",35.5067,-120.8263,1.8,3.70,76,"Central California"
ak,10717745,2,"Monday, May 13, 2013 00:52:08 UTC",58.7733,-153.9014,1.3,8.60, 8,"Kodiak Island region, Alaska"
us,c000gv37,4,"Monday, May 13, 2013 00:50:54 UTC",10.3075,-85.8161,4.4,40.50,34,"Costa Rica"
uw,60529097,2,"Monday, May 13, 2013 00:35:28 UTC",49.3983,-120.4973,2.3,0.00,15,"British Columbia, Canada"
ak,10714176,2,"Monday, May 13, 2013 00:35:13 UTC",63.5654,-150.8150,1.0,5.70,18,"Central Alaska"
nc,71990626,1,"Monday, May 13, 2013 00:29:24 UTC",38.8105,-122.8165,1.3,2.90,25,"Northern California"
nn,00411633,1,"Monday, May 13, 2013 00:27:18 UTC",37.1579,-117.3760,1.2,11.90,15,"Nevada"
uu,60023432,2,"Monday, May 13, 2013 00:27:16 UTC",39.4417,-111.2150,1.3,4.60, 7,"Utah"
ak,10714172,2,"Monday, May 13, 2013 00:22:19 UTC",60.8218,-151.5878,1.5,82.50,27,"Kenai Peninsula, Alaska"
nc,71990616,0,"Monday, May 13, 2013 00:07:24 UTC",38.7522,-122.6992,1.3,1.90, 8,"Northern California"
us,c000gv2s,5,"Monday, May 13, 2013 00:00:29 UTC",0.7596,125.3677,4.8,85.70,40,"Molucca Sea"
us,c000gv2n,4,"Sunday, May 12, 2013 23:56:53 UTC",10.2464,-85.8929,4.3,39.40,23,"Costa Rica"
nc,71990606,2,"Sunday, May 12, 2013 23:55:21 UTC",37.3318,-121.6992,1.0,7.50,20,"Northern California"
ci,15341833,2,"Sunday, May 12, 2013 23:44:31 UTC",33.6645,-116.7012,1.5,18.10,36,"Southern California"
ci,15341825,2,"Sunday, May 12, 2013 23:31:44 UTC",35.0473,-117.6697,1.4,0.00,17,"Southern California"
nc,71990576,3,"Sunday, May 12, 2013 23:22:53 UTC",37.6053,-122.4625,2.2,8.10,106,"San Francisco Bay area, California"
us,c000gv1n,6,"Sunday, May 12, 2013 23:05:28 UTC",21.9137,143.8070,5.1,175.60,112,"Mariana Islands region"
ci,15341809,1,"Sunday, May 12, 2013 22:57:32 UTC",36.4185,-117.9103,1.3,0.00,19,"Central California"
us,c000gv19,7,"Sunday, May 12, 2013 22:42:45 UTC",44.0262,147.8114,5.6,53.40,77,"Kuril Islands"
us,c000gv17,5,"Sunday, May 12, 2013 22:40:32 UTC",29.5312,52.6994,4.4,13.90,35,"southern Iran"
ak,10714137,1,"Sunday, May 12, 2013 22:32:06 UTC",60.6018,-149.4392,2.8,0.10,29,"Kenai Peninsula, Alaska"
nc,71990551,2,"Sunday, May 12, 2013 22:24:22 UTC",39.2735,-122.8068,1.4,7.80,14,"Northern California"
nc,71990541,2,"Sunday, May 12, 2013 22:13:35 UTC",37.6090,-119.0237,1.1,10.50,32,"Central California"
hv,60499131,1,"Sunday, May 12, 2013 21:52:33 UTC",19.4025,-155.2838,1.9,1.10,14,"Island of Hawaii, Hawaii"
pr,13132007,0,"Sunday, May 12, 2013 21:48:04 UTC",17.9965,-66.0446,1.7,18.00, 7,"Puerto Rico"
nc,71990501,1,"Sunday, May 12, 2013 21:12:05 UTC",38.8383,-122.8287,1.6,2.50,27,"Northern California"
nc,71990491,1,"Sunday, May 12, 2013 20:34:59 UTC",38.8018,-122.8082,1.7,3.80,31,"Northern California"
ci,15341713,4,"Sunday, May 12, 2013 20:11:55 UTC",33.5258,-116.4390,1.6,9.90,50,"Southern California"
us,c000guyr,8,"Sunday, May 12, 2013 20:06:46 UTC",52.5080,-171.9409,5.7,45.00,71,"Fox Islands, Aleutian Islands, Alaska"
ci,15341705,3,"Sunday, May 12, 2013 19:51:41 UTC",33.5315,-116.4437,2.2,10.20,42,"Southern California"
nc,71990456,0,"Sunday, May 12, 2013 19:30:55 UTC",38.7797,-122.7513,1.0,1.80,16,"Northern California"
hv,60499076,2,"Sunday, May 12, 2013 19:30:21 UTC",19.3430,-155.0360,2.5,6.10,36,"Island of Hawaii, Hawaii"
us,c000guxf,4,"Sunday, May 12, 2013 19:06:11 UTC",-7.6348,128.0121,4.4,171.00,31,"Kepulauan Barat Daya, Indonesia"
ak,10714086,1,"Sunday, May 12, 2013 18:55:12 UTC",62.7341,-149.7818,1.4,13.10, 9,"Central Alaska"
ci,15341681,4,"Sunday, May 12, 2013 18:40:29 UTC",33.5455,-116.7995,1.2,9.50,43,"Southern California"
nc,71990431,1,"Sunday, May 12, 2013 18:29:47 UTC",38.8160,-122.8203,1.1,3.40,27,"Northern California"
ak,10714082,1,"Sunday, May 12, 2013 18:20:11 UTC",62.1273,-150.2527,1.4,37.60, 7,"Central Alaska"
ci,15341673,4,"Sunday, May 12, 2013 18:07:19 UTC",34.1410,-116.8778,1.7,13.40,72,"Southern California"
ak,10714080,1,"Sunday, May 12, 2013 18:03:25 UTC",63.2336,-150.5930,1.1,63.30, 7,"Central Alaska"
us,c000guva,5,"Sunday, May 12, 2013 17:58:58 UTC",-6.5092,128.0658,4.6,317.70,20,"Banda Sea"
ak,10714075,1,"Sunday, May 12, 2013 17:54:08 UTC",60.6578,-147.5928,1.8,78.90, 5,"Southern Alaska"
us,c000guuz,7,"Sunday, May 12, 2013 17:49:34 UTC",1.1761,-101.2928,4.7,10.00,20,"Galapagos Triple Junction region"
ak,10714071,1,"Sunday, May 12, 2013 17:43:17 UTC",63.3343,-150.0378,2.6,105.10,41,"Central Alaska"
ci,15341665,2,"Sunday, May 12, 2013 17:25:46 UTC",32.2598,-115.2883,1.5,7.30, 6,"Baja California, Mexico"
nm,051313b,A,"Sunday, May 12, 2013 17:21:58 UTC",35.5023,-92.3912,1.9,0.10, 8,"Arkansas"
ak,10714061,1,"Sunday, May 12, 2013 16:39:51 UTC",59.9014,-141.7386,2.0,0.30,15,"Southeastern Alaska"
nc,71990401,2,"Sunday, May 12, 2013 16:31:45 UTC",37.4993,-119.3618,1.3,13.60,15,"Central California"
ak,10714059,1,"Sunday, May 12, 2013 16:27:35 UTC",60.3300,-148.2670,1.5,17.70, 7,"Kenai Peninsula, Alaska"
nc,71990396,1,"Sunday, May 12, 2013 16:17:15 UTC",38.8038,-122.7922,1.1,3.40,25,"Northern California"
ak,10714048,1,"Sunday, May 12, 2013 16:14:46 UTC",62.9114,-150.8372,2.8,94.80,53,"Central Alaska"
ci,15341633,3,"Sunday, May 12, 2013 15:32:59 UTC",33.0442,-116.5138,1.2,15.00,35,"Southern California"
ak,10714044,1,"Sunday, May 12, 2013 15:20:26 UTC",63.0421,-144.1531,1.2,0.00, 9,"Central Alaska"
nc,71990361,2,"Sunday, May 12, 2013 15:07:48 UTC",37.7917,-121.9652,1.1,18.60,26,"San Francisco Bay area, California"
ak,10714036,1,"Sunday, May 12, 2013 14:32:52 UTC",64.8016,-147.4786,1.3,0.00,15,"Central Alaska"
pr,13132005,0,"Sunday, May 12, 2013 13:49:53 UTC",18.5685,-68.4530,3.6,125.00,23,"Dominican Republic"
ak,10714033,1,"Sunday, May 12, 2013 13:35:28 UTC",60.0171,-147.7686,1.9,112.50, 5,"Southern Alaska"
nc,71990331,0,"Sunday, May 12, 2013 13:34:17 UTC",37.4107,-118.6032,1.6,11.50,15,"Central California"
mb,13105635,2,"Sunday, May 12, 2013 13:33:34 UTC",44.9010,-111.9886,1.0,1.10,10,"western Montana"
us,2013qca7,6,"Sunday, May 12, 2013 13:14:28 UTC",-3.1094,-77.5892,4.6,23.50,84,"Peru-Ecuador border region"
us,c000gur1,D,"Sunday, May 12, 2013 12:59:11 UTC",-26.1771,-69.2228,5.6,7.80,76,"Atacama, Chile"
ak,10714022,1,"Sunday, May 12, 2013 12:55:06 UTC",63.6168,-150.7942,2.1,0.10,20,"Central Alaska"
us,c000guqn,8,"Sunday, May 12, 2013 12:51:53 UTC",-21.0095,-68.5453,5.3,130.70,89,"Antofagasta, Chile"
us,c000guql,7,"Sunday, May 12, 2013 12:48:08 UTC",26.7336,57.8126,4.4,25.20,42,"southern Iran"
ak,10714019,1,"Sunday, May 12, 2013 12:36:41 UTC",58.6695,-153.8403,1.8,3.30, 5,"Kodiak Island region, Alaska"
nc,71990281,2,"Sunday, May 12, 2013 12:06:53 UTC",37.4702,-118.8468,1.1,9.20,34,"Central California"
ak,10714012,1,"Sunday, May 12, 2013 11:59:41 UTC",60.1720,-151.6580,1.8,35.80, 9,"Kenai Peninsula, Alaska"
us,c000guq5,6,"Sunday, May 12, 2013 11:58:46 UTC",-22.0829,170.2564,4.8,17.90,45,"southeast of the Loyalty Islands"
us,c000guq7,4,"Sunday, May 12, 2013 11:56:39 UTC",27.4021,57.3694,4.1,10.00,25,"southern Iran"
ak,10714008,1,"Sunday, May 12, 2013 11:51:40 UTC",61.5674,-149.9895,1.6,35.50,14,"Southern Alaska"
pr,13132006,0,"Sunday, May 12, 2013 11:36:37 UTC",18.2618,-67.1699,3.0,109.00,12,"Puerto Rico"
nc,71990241,0,"Sunday, May 12, 2013 11:08:20 UTC",37.6048,-122.4618,1.1,8.40, 8,"San Francisco Bay area, California"
us,c000gup1,6,"Sunday, May 12, 2013 10:54:50 UTC",26.7911,57.7420,5.4,25.90,87,"southern Iran"
ci,15341545,4,"Sunday, May 12, 2013 10:54:04 UTC",34.0117,-117.1730,1.3,3.30,57,"Greater Los Angeles area, California"
mb,13447946,2,"Sunday, May 12, 2013 10:52:46 UTC",46.3508,-111.3685,1.3,5.80,16,"western Montana"
ci,15341529,4,"Sunday, May 12, 2013 10:39:00 UTC",34.4053,-116.5073,1.3,2.70,39,"Southern California"
nm,051313c,A,"Sunday, May 12, 2013 10:29:32 UTC",36.5011,-89.5492,1.4,6.90,20,"southeastern Missouri"
ak,10713991,2,"Sunday, May 12, 2013 10:28:51 UTC",59.4328,-145.3095,2.2,28.50, 7,"Gulf of Alaska"
us,c000gunp,9,"Sunday, May 12, 2013 10:19:31 UTC",39.5535,73.0325,4.8,41.30,70,"Kyrgyzstan"
ci,15341505,4,"Sunday, May 12, 2013 10:04:07 UTC",32.8845,-116.2537,1.3,7.80,36,"Southern California"
nc,71990206,3,"Sunday, May 12, 2013 09:57:45 UTC",36.4417,-121.0095,1.3,0.50,26,"Central California"
ak,10713985,1,"Sunday, May 12, 2013 09:43:25 UTC",60.4792,-151.1947,1.7,35.10,17,"Kenai Peninsula, Alaska"
us,c000gumx,6,"Sunday, May 12, 2013 09:07:25 UTC",-6.4591,154.2284,4.8,48.10,40,"Bougainville region, Papua New Guinea"
us,c000gumv,4,"Sunday, May 12, 2013 09:02:26 UTC",26.6370,57.6995,4.5,26.00,51,"southern Iran"
us,c000gums,9,"Sunday, May 12, 2013 09:00:39 UTC",46.6365,152.6472,4.8,68.90,93,"Kuril Islands"
us,c000gumj,8,"Sunday, May 12, 2013 08:48:32 UTC",-6.4014,154.2696,4.8,45.00,90,"Bougainville region, Papua New Guinea"
nc,71990176,0,"Sunday, May 12, 2013 08:40:02 UTC",38.7578,-122.7228,1.2,2.00,18,"Northern California"
mb,13053333,2,"Sunday, May 12, 2013 08:29:59 UTC",45.7365,-112.2421,1.0,6.30,16,"western Montana"
ak,10713972,1,"Sunday, May 12, 2013 08:29:11 UTC",61.2735,-151.6995,1.9,61.50,15,"Southern Alaska"
ci,15341489,4,"Sunday, May 12, 2013 08:24:14 UTC",34.4147,-116.5507,1.2,9.70,46,"Southern California"
nc,71990151,3,"Sunday, May 12, 2013 08:03:29 UTC",40.2660,-125.4027,2.4,2.50,24,"offshore Northern California"
us,c000gulu,9,"Sunday, May 12, 2013 07:30:03 UTC",13.5633,-91.2845,5.8,33.40,418,"offshore Guatemala"
pr,13132004,0,"Sunday, May 12, 2013 07:24:22 UTC",19.1842,-64.8078,3.1,66.00, 6,"Virgin Islands region"
uu,60023352,2,"Sunday, May 12, 2013 06:47:34 UTC",44.5753,-110.9543,1.0,5.60,10,"Yellowstone National Park, Wyoming"
ak,10713956,1,"Sunday, May 12, 2013 06:46:06 UTC",58.8089,-154.0510,2.0,6.70, 6,"Alaska Peninsula"
ak,10713954,1,"Sunday, May 12, 2013 06:40:57 UTC",58.8322,-154.0785,2.3,9.70, 6,"Alaska Peninsula"
pr,13132003,0,"Sunday, May 12, 2013 06:35:12 UTC",18.1485,-67.0165,2.3,21.00,10,"Puerto Rico"
ak,10713942,2,"Sunday, May 12, 2013 06:34:06 UTC",58.7938,-153.9195,4.5,15.20,84,"Kodiak Island region, Alaska"
us,c000guki,9,"Sunday, May 12, 2013 06:13:14 UTC",26.5248,57.9611,4.2,24.10,32,"southern Iran"
ak,10713934,1,"Sunday, May 12, 2013 06:06:58 UTC",58.7472,-153.9076,2.4,9.30,11,"Kodiak Island region, Alaska"
nc,71990076,3,"Sunday, May 12, 2013 05:48:44 UTC",35.7367,-121.3775,1.0,7.80,13,"offshore Central California"
ak,10713929,1,"Sunday, May 12, 2013 05:34:19 UTC",60.3845,-149.5092,1.5,33.90, 5,"Kenai Peninsula, Alaska"
hv,60498891,2,"Sunday, May 12, 2013 05:32:44 UTC",19.3812,-155.2440,1.8,3.60,19,"Island of Hawaii, Hawaii"
pr,13132002,0,"Sunday, May 12, 2013 05:29:47 UTC",18.7728,-67.4487,2.8,8.00, 4,"Puerto Rico region"
ak,10713925,1,"Sunday, May 12, 2013 05:22:51 UTC",61.4450,-150.5384,1.4,92.00, 6,"Southern Alaska"
nc,71990061,2,"Sunday, May 12, 2013 05:19:39 UTC",39.4435,-123.1090,1.9,3.90,36,"Northern California"
ak,10713920,1,"Sunday, May 12, 2013 04:59:32 UTC",59.8310,-153.6453,2.9,192.00,33,"Southern Alaska"
ci,15341441,3,"Sunday, May 12, 2013 04:38:08 UTC",33.9307,-117.8305,1.0,7.50,24,"Greater Los Angeles area, California"
nc,71990051,2,"Sunday, May 12, 2013 04:25:02 UTC",36.6617,-121.2862,1.2,4.60,30,"Central California"
us,c000guj1,6,"Sunday, May 12, 2013 04:23:06 UTC",26.9199,57.6771,4.4,20.00,43,"southern Iran"
ci,15341433,4,"Sunday, May 12, 2013 04:21:29 UTC",32.7305,-116.0677,1.3,8.80,22,"Southern California"
ak,10713904,2,"Sunday, May 12, 2013 04:15:12 UTC",69.8299,-146.3905,4.3,49.60,25,"northern Alaska"
ak,10713902,1,"Sunday, May 12, 2013 03:50:06 UTC",60.4475,-147.5956,1.7,68.40, 4,"Southern Alaska"
hv,60498826,2,"Sunday, May 12, 2013 03:46:24 UTC",19.4103,-155.2735,1.9,1.80,17,"Island of Hawaii, Hawaii"
nc,71990046,1,"Sunday, May 12, 2013 03:43:54 UTC",38.8173,-122.8122,1.1,3.10,25,"Northern California"
pr,13132001,0,"Sunday, May 12, 2013 03:39:41 UTC",17.9575,-67.2441,2.2,11.00, 3,"Puerto Rico region"
pr,13132000,0,"Sunday, May 12, 2013 03:29:08 UTC",19.4685,-67.7960,3.0,51.00,10,"Dominican Republic region"
hv,60498801,2,"Sunday, May 12, 2013 03:27:37 UTC",19.3813,-155.2425,2.8,3.50,30,"Island of Hawaii, Hawaii"
hv,60498796,2,"Sunday, May 12, 2013 03:26:44 UTC",19.3812,-155.2440,2.0,3.40,20,"Island of Hawaii, Hawaii"
nc,71990026,3,"Sunday, May 12, 2013 03:17:29 UTC",39.9917,-120.7948,2.5,11.90,33,"Northern California"
ak,10713884,1,"Sunday, May 12, 2013 03:11:41 UTC",61.2553,-147.0582,1.3,5.70,13,"Southern Alaska"
nc,71990021,2,"Sunday, May 12, 2013 02:56:29 UTC",39.7077,-122.0508,1.9,24.30,22,"Northern California"
us,c000gui3,4,"Sunday, May 12, 2013 02:50:02 UTC",26.7437,57.7489,4.2,19.30,34,"southern Iran"
nc,71990011,0,"Sunday, May 12, 2013 02:26:03 UTC",37.8802,-122.2550,1.2,9.30,18,"San Francisco Bay area, California"
ak,10713787,1,"Sunday, May 12, 2013 02:12:56 UTC",63.1804,-148.8414,2.1,4.50,25,"Central Alaska"
us,c000guhu,8,"Sunday, May 12, 2013 02:07:03 UTC",13.6759,-91.3031,4.3,64.60,29,"offshore Guatemala"
uw,60528822,2,"Sunday, May 12, 2013 02:01:04 UTC",47.8305,-121.9415,1.4,14.10,31,"Puget Sound region, Washington"
ak,10713780,1,"Sunday, May 12, 2013 01:20:35 UTC",61.5430,-146.4623,1.7,22.90,14,"Southern Alaska"
us,c000guhq,7,"Sunday, May 12, 2013 01:08:22 UTC",26.4719,57.7492,4.5,20.10,41,"southern Iran"
us,c000guhp,5,"Sunday, May 12, 2013 01:06:27 UTC",26.8511,57.8557,4.5,10.00,39,"southern Iran"
nc,71989986,1,"Sunday, May 12, 2013 00:33:04 UTC",38.8065,-122.8128,1.0,3.90,24,"Northern California"
us,c000guh1,4,"Sunday, May 12, 2013 00:07:04 UTC",26.7663,57.7685,5.6,25.00,84,"southern Iran"
nc,71989961,2,"Saturday, May 11, 2013 23:38:15 UTC",37.6367,-119.4170,1.1,8.20,14,"Central California"
nn,00411588,1,"Saturday, May 11, 2013 23:25:38 UTC",37.7904,-116.0149,1.4,12.60,11,"Nevada"
ak,10713768,2,"Saturday, May 11, 2013 23:24:43 UTC",62.2242,-150.0878,1.5,5.50,33,"Central Alaska"
nc,71989956,0,"Saturday, May 11, 2013 23:19:16 UTC",38.8188,-122.8102,1.0,3.50,19,"Northern California"
nn,00411586,1,"Saturday, May 11, 2013 23:04:20 UTC",37.8118,-115.9732,1.1,8.00,11,"Nevada"
nc,71989946,0,"Saturday, May 11, 2013 22:58:15 UTC",38.7427,-122.7032,1.2,0.00,10,"Northern California"
ak,10713757,2,"Saturday, May 11, 2013 22:45:07 UTC",63.2409,-151.1051,1.5,1.10,21,"Central Alaska"
hv,60498736,1,"Saturday, May 11, 2013 22:42:38 UTC",19.3517,-155.0670,1.8,7.20,30,"Island of Hawaii, Hawaii"
us,c000gufv,6,"Saturday, May 11, 2013 22:28:09 UTC",26.6910,57.5197,4.6,9.60,41,"southern Iran"
us,c000gufu,7,"Saturday, May 11, 2013 22:23:04 UTC",26.7173,57.7623,4.9,10.00,63,"southern Iran"
nc,71989931,3,"Saturday, May 11, 2013 22:11:47 UTC",39.3463,-122.9055,1.9,9.30,43,"Northern California"
ak,10713749,2,"Saturday, May 11, 2013 21:57:30 UTC",51.4565,-178.1704,1.8,13.10,14,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10713750,2,"Saturday, May 11, 2013 21:55:55 UTC",62.8889,-150.2224,1.1,83.50,21,"Central Alaska"
us,c000gufk,5,"Saturday, May 11, 2013 21:51:32 UTC",26.7544,57.6769,4.9,10.10,82,"southern Iran"
ci,15341393,3,"Saturday, May 11, 2013 21:42:21 UTC",33.3338,-116.9332,1.0,20.20,30,"Southern California"
hv,60498721,1,"Saturday, May 11, 2013 21:36:10 UTC",19.3858,-155.2825,1.8,2.80,19,"Island of Hawaii, Hawaii"
nc,71989921,0,"Saturday, May 11, 2013 21:34:15 UTC",37.5462,-118.7193,1.3,7.50,20,"Central California"
ak,10713742,2,"Saturday, May 11, 2013 21:23:10 UTC",63.1775,-149.8416,1.4,89.60,21,"Central Alaska"
ak,10713741,3,"Saturday, May 11, 2013 21:17:35 UTC",60.7916,-140.5343,1.1,11.90,13,"Southern Yukon Territory, Canada"
us,c000gudx,A,"Saturday, May 11, 2013 20:46:56 UTC",-17.9442,-175.0750,6.5,205.40,80,"Tonga"
ak,10713720,2,"Saturday, May 11, 2013 20:41:18 UTC",61.9054,-150.6421,1.7,76.50,32,"Southern Alaska"
mb,13658719,2,"Saturday, May 11, 2013 20:31:15 UTC",45.6423,-112.2840,1.6,7.60,19,"western Montana"
ak,10717021,2,"Saturday, May 11, 2013 20:29:56 UTC",58.8277,-154.1909,1.8,103.80,13,"Alaska Peninsula"
nc,71989891,0,"Saturday, May 11, 2013 20:10:21 UTC",38.7552,-122.7235,1.4,2.60,17,"Northern California"
nc,71989886,0,"Saturday, May 11, 2013 20:10:09 UTC",38.7543,-122.7198,1.3,0.70, 8,"Northern California"
ak,10713714,2,"Saturday, May 11, 2013 20:04:04 UTC",54.4534,-161.4872,2.9,9.90, 9,"Alaska Peninsula"
nc,71989876,2,"Saturday, May 11, 2013 19:47:28 UTC",40.2460,-121.3190,1.4,5.40,11,"Northern California"
us,c000guc6,5,"Saturday, May 11, 2013 19:38:27 UTC",-15.7632,-71.5344,4.3,157.80,15,"southern Peru"
ak,10713708,2,"Saturday, May 11, 2013 19:35:56 UTC",64.4959,-147.0113,1.9,2.90,26,"Central Alaska"
uw,60528717,2,"Saturday, May 11, 2013 19:34:24 UTC",46.8635,-119.9878,1.0,0.80,11,"Washington"
us,c000guc1,6,"Saturday, May 11, 2013 19:31:45 UTC",24.7491,123.2512,4.5,28.70,50,"southwestern Ryukyu Islands, Japan"
ak,10713705,2,"Saturday, May 11, 2013 19:29:57 UTC",50.9982,-177.7422,2.9,17.50,20,"Andreanof Islands, Aleutian Islands, Alaska"
pr,13131004,0,"Saturday, May 11, 2013 19:21:46 UTC",18.3108,-64.8750,2.9,80.00, 6,"Virgin Islands region"
ak,10713704,2,"Saturday, May 11, 2013 18:41:29 UTC",62.5573,-150.6564,1.3,68.20,23,"Central Alaska"
ak,10717014,2,"Saturday, May 11, 2013 18:34:52 UTC",61.6733,-151.8658,1.4,86.00,22,"Southern Alaska"
ci,15341361,6,"Saturday, May 11, 2013 18:19:24 UTC",33.9412,-118.3277,1.8,11.40,19,"Greater Los Angeles area, California"
us,c000gu8k,7,"Saturday, May 11, 2013 18:06:14 UTC",26.6511,57.9030,4.7,23.50,111,"southern Iran"
nc,71989851,2,"Saturday, May 11, 2013 17:47:57 UTC",36.5657,-121.1603,1.1,4.50,24,"Central California"
ak,10713695,2,"Saturday, May 11, 2013 17:43:56 UTC",63.2319,-150.5302,1.8,120.10,33,"Central Alaska"
ci,15341353,4,"Saturday, May 11, 2013 17:43:27 UTC",33.6417,-117.2403,1.2,14.60,21,"Southern California"
