Src,Eqid,Version,Datetime,Lat,Lon,Magnitude,Depth,NST,Region
nn,00411818,1,"Tuesday, May 14, 2013 21:05:24 UTC",39.2761,-119.5631,1.3,0.00, 5,"Nevada"
nc,71991531,2,"Tuesday, May 14, 2013 20:42:30 UTC",36.4072,-120.9852,1.2,4.80,20,"Central California"
ci,15342657,3,"Tuesday, May 14, 2013 20:29:54 UTC",34.3103,-116.4413,1.4,10.40,24,"Southern California"
us,c000gwrb,6,"Tuesday, May 14, 2013 20:00:02 UTC",33.1539,75.8373,4.7,10.90,48,"eastern Kashmir"
pr,13134004,0,"Tuesday, May 14, 2013 19:59:27 UTC",18.2695,-67.0619,2.5,24.00,12,"Puerto Rico"
us,c000gwr4,6,"Tuesday, May 14, 2013 19:58:25 UTC",33.1560,75.7796,4.2,50.60,33,"eastern Kashmir"
nc,71991516,2,"Tuesday, May 14, 2013 19:58:14 UTC",37.5535,-119.0020,1.0,4.10,19,"Central California"
ak,10716847,1,"Tuesday, May 14, 2013 19:46:27 UTC",63.0874,-150.6223,1.5,94.40,14,"Central Alaska"
ak,10716838,1,"Tuesday, May 14, 2013 19:39:49 UTC",63.5324,-147.8185,1.3,0.20,14,"Central Alaska"
ci,15342617,2,"Tuesday, May 14, 2013 19:28:43 UTC",33.8548,-117.4995,1.6,0.10,23,"Greater Los Angeles area, California"
nc,71991506,2,"Tuesday, May 14, 2013 19:23:42 UTC",39.8625,-123.6513,2.1,4.20,34,"Northern California"
us,c000gwpr,C,"Tuesday, May 14, 2013 19:18:18 UTC",0.7748,92.4373,5.7,32.50,263,"off the west coast of northern Sumatra"
nn,00411807,1,"Tuesday, May 14, 2013 19:18:11 UTC",38.4719,-118.2306,1.9,10.60,17,"Nevada"
ak,10716812,1,"Tuesday, May 14, 2013 19:11:01 UTC",63.5932,-147.8740,2.4,1.90,32,"Central Alaska"
uu,60023622,2,"Tuesday, May 14, 2013 19:06:33 UTC",41.1230,-112.9335,1.3,9.20, 8,"Utah"
ak,10716806,1,"Tuesday, May 14, 2013 19:01:44 UTC",63.2990,-150.2859,1.4,105.60,16,"Central Alaska"
ak,10716801,1,"Tuesday, May 14, 2013 18:54:37 UTC",61.2601,-147.0131,1.4,2.40, 8,"Southern Alaska"
ak,10716796,1,"Tuesday, May 14, 2013 18:54:15 UTC",64.4070,-146.9847,1.0,3.40, 9,"Central Alaska"
ci,15342601,2,"Tuesday, May 14, 2013 18:48:52 UTC",34.3133,-118.5303,1.4,8.90,11,"Greater Los Angeles area, California"
ci,15342561,2,"Tuesday, May 14, 2013 17:31:25 UTC",33.0410,-116.4335,1.2,8.20,28,"Southern California"
ak,10716272,1,"Tuesday, May 14, 2013 17:21:31 UTC",63.4431,-151.3395,1.5,0.10, 9,"Central Alaska"
uu,60023612,2,"Tuesday, May 14, 2013 17:03:32 UTC",41.1330,-112.9255,1.2,9.10, 7,"Utah"
ci,15342537,2,"Tuesday, May 14, 2013 17:00:27 UTC",33.6568,-117.2220,1.4,3.90,13,"Southern California"
ak,10715028,1,"Tuesday, May 14, 2013 16:38:53 UTC",60.3957,-141.2938,1.6,0.00,10,"Southern Alaska"
ak,10715009,1,"Tuesday, May 14, 2013 16:18:38 UTC",61.7523,-149.3906,1.1,46.90, 7,"Southern Alaska"
nc,71991401,3,"Tuesday, May 14, 2013 16:10:17 UTC",38.0550,-118.8290,1.2,11.30,10,"Central California"
nc,71071694,2,"Tuesday, May 14, 2013 16:09:46 UTC",37.6105,-122.4558,1.0,10.80, 6,"San Francisco Bay area, California"
pr,13134003,0,"Tuesday, May 14, 2013 15:55:35 UTC",18.7830,-64.6495,2.7,49.00, 5,"Virgin Islands region"
ci,15342521,1,"Tuesday, May 14, 2013 15:52:20 UTC",32.2540,-115.3117,1.8,9.00, 7,"Baja California, Mexico"
hv,60499566,2,"Tuesday, May 14, 2013 15:33:35 UTC",19.4063,-155.2823,1.9,1.60,15,"Island of Hawaii, Hawaii"
us,2013qeat,5,"Tuesday, May 14, 2013 15:04:46 UTC",36.2837,69.7591,4.0,140.40,15,"Hindu Kush region, Afghanistan"
nc,71991371,3,"Tuesday, May 14, 2013 14:37:30 UTC",38.7633,-122.4210,1.2,9.40, 9,"Northern California"
nc,71991356,1,"Tuesday, May 14, 2013 13:58:47 UTC",38.8163,-122.8190,1.5,2.50,31,"Northern California"
uu,60023592,2,"Tuesday, May 14, 2013 13:50:25 UTC",44.6205,-111.1467,1.1,7.40,11,"western Montana"
pr,13134002,0,"Tuesday, May 14, 2013 13:40:30 UTC",18.9726,-64.1009,3.1,58.00, 4,"Virgin Islands region"
hv,60499546,4,"Tuesday, May 14, 2013 13:31:38 UTC",19.4053,-155.2802,1.6,1.30,31,"Island of Hawaii, Hawaii"
us,2013qeas,4,"Tuesday, May 14, 2013 13:16:35 UTC",-1.1420,-77.4771,4.3,171.00,44,"Ecuador"
ak,10714972,1,"Tuesday, May 14, 2013 13:16:12 UTC",61.1266,-146.9874,1.6,8.40, 7,"Southern Alaska"
se,051413b,A,"Tuesday, May 14, 2013 13:11:50 UTC",35.6813,-84.3547,1.6,16.80,10,"eastern Tennessee"
nc,71991341,3,"Tuesday, May 14, 2013 12:46:43 UTC",36.0897,-120.0598,1.7,12.10,48,"Central California"
ak,10714969,1,"Tuesday, May 14, 2013 12:45:51 UTC",61.1211,-146.9905,1.6,24.00, 7,"Southern Alaska"
nc,71991336,1,"Tuesday, May 14, 2013 12:27:48 UTC",38.8157,-122.8113,1.3,3.40,24,"Northern California"
ak,10714955,1,"Tuesday, May 14, 2013 12:23:52 UTC",62.1186,-150.2539,3.4,8.50,63,"Central Alaska"
ak,10714954,2,"Tuesday, May 14, 2013 12:17:19 UTC",51.9472,-171.8054,2.7,11.20, 7,"Fox Islands, Aleutian Islands, Alaska"
ak,10714953,1,"Tuesday, May 14, 2013 12:12:52 UTC",61.3316,-148.1564,1.1,20.00, 4,"Southern Alaska"
us,c000gwbm,5,"Tuesday, May 14, 2013 12:09:36 UTC",-8.2364,122.0994,4.6,204.10,50,"Flores region, Indonesia"
se,051413c,A,"Tuesday, May 14, 2013 11:54:54 UTC",35.5798,-85.0192,1.7,16.40, 7,"eastern Tennessee"
ci,15342473,3,"Tuesday, May 14, 2013 11:29:18 UTC",33.4065,-116.4392,1.0,15.60,34,"Southern California"
ak,10714943,1,"Tuesday, May 14, 2013 11:05:27 UTC",63.3267,-145.3087,1.5,0.00,10,"Central Alaska"
ak,10714945,1,"Tuesday, May 14, 2013 11:05:26 UTC",63.4984,-151.4512,1.0,14.90, 4,"Central Alaska"
ak,10714941,1,"Tuesday, May 14, 2013 10:45:48 UTC",63.9438,-148.9707,1.5,0.10,18,"Central Alaska"
nc,71991321,1,"Tuesday, May 14, 2013 10:19:23 UTC",38.8353,-122.7857,1.7,2.10,28,"Northern California"
us,c000gwax,6,"Tuesday, May 14, 2013 10:19:06 UTC",56.2000,162.6962,5.0,10.00,130,"near the east coast of the Kamchatka Peninsula, Russia"
uu,60023582,2,"Tuesday, May 14, 2013 09:40:48 UTC",39.6268,-111.1657,1.1,1.70, 6,"Utah"
nc,71991306,2,"Tuesday, May 14, 2013 09:39:09 UTC",40.4587,-121.5483,1.9,5.80,16,"Lassen Peak area, California"
ak,10714920,1,"Tuesday, May 14, 2013 09:34:38 UTC",58.6474,-152.7097,3.4,92.90,57,"Kodiak Island region, Alaska"
ak,10714917,1,"Tuesday, May 14, 2013 09:19:53 UTC",60.9764,-147.5192,2.1,15.90,23,"Southern Alaska"
us,c000gwaa,6,"Tuesday, May 14, 2013 09:18:32 UTC",-27.8670,-66.6345,4.5,188.80,20,"Catamarca, Argentina"
nc,71991301,0,"Tuesday, May 14, 2013 09:15:28 UTC",37.7427,-122.1632,1.2,8.10,12,"San Francisco Bay area, California"
uu,60023572,2,"Tuesday, May 14, 2013 09:09:09 UTC",37.1003,-112.1437,1.1,20.90, 9,"Utah"
uu,60023567,4,"Tuesday, May 14, 2013 09:00:26 UTC",37.0997,-112.1465,1.7,19.60,12,"Utah"
mb,13758562,2,"Tuesday, May 14, 2013 08:46:19 UTC",45.6121,-111.7365,2.7,9.50,46,"western Montana"
pr,13134001,0,"Tuesday, May 14, 2013 08:43:56 UTC",18.5069,-64.9383,2.0,18.00, 5,"Virgin Islands region"
us,c000gw9g,6,"Tuesday, May 14, 2013 08:36:28 UTC",-6.5403,129.8789,4.7,148.30,33,"Banda Sea"
ci,15342457,4,"Tuesday, May 14, 2013 08:34:41 UTC",33.9387,-116.6250,1.1,14.40,39,"Southern California"
ak,10714910,1,"Tuesday, May 14, 2013 08:34:38 UTC",58.6748,-153.6711,2.6,0.00,17,"Kodiak Island region, Alaska"
uu,60023557,4,"Tuesday, May 14, 2013 08:15:28 UTC",37.1138,-112.1567,1.8,20.00,11,"Utah"
ci,15342449,4,"Tuesday, May 14, 2013 07:58:36 UTC",32.7827,-116.1257,2.1,8.30,48,"Southern California"
uu,60023547,4,"Tuesday, May 14, 2013 07:49:50 UTC",37.0952,-112.1168,2.5,15.30,20,"Utah"
us,c000gw8y,7,"Tuesday, May 14, 2013 07:20:26 UTC",50.8914,178.8622,4.5,35.00,49,"Rat Islands, Aleutian Islands, Alaska"
ci,15342433,4,"Tuesday, May 14, 2013 07:17:35 UTC",36.6815,-117.7463,2.6,12.00,27,"Central California"
ak,10714893,1,"Tuesday, May 14, 2013 07:10:54 UTC",60.3309,-146.8881,2.1,10.20,16,"Southern Alaska"
ci,15342425,3,"Tuesday, May 14, 2013 06:59:50 UTC",36.0222,-117.6113,1.0,3.40,16,"Central California"
ci,15342417,2,"Tuesday, May 14, 2013 06:51:58 UTC",32.2090,-115.2585,2.6,17.80,12,"Baja California, Mexico"
nc,71991271,0,"Tuesday, May 14, 2013 06:51:57 UTC",37.4673,-118.5827,1.6,8.20,12,"Central California"
ci,15342409,4,"Tuesday, May 14, 2013 06:47:00 UTC",34.0273,-116.9830,2.0,19.60,84,"Southern California"
ak,10714886,1,"Tuesday, May 14, 2013 06:21:03 UTC",61.3320,-148.1994,1.0,20.20, 4,"Southern Alaska"
nc,71991246,3,"Tuesday, May 14, 2013 06:08:08 UTC",36.1355,-119.9798,1.9,9.50,65,"Central California"
nc,71991241,0,"Tuesday, May 14, 2013 06:07:38 UTC",37.6060,-122.4643,1.1,8.50, 9,"San Francisco Bay area, California"
ak,10714882,1,"Tuesday, May 14, 2013 06:03:22 UTC",62.1305,-152.2568,1.9,117.00,14,"Central Alaska"
ci,15342385,3,"Tuesday, May 14, 2013 05:46:53 UTC",33.0053,-116.3400,1.1,9.20,26,"Southern California"
nc,71991231,2,"Tuesday, May 14, 2013 05:29:26 UTC",35.7258,-121.1217,1.0,7.10,18,"Central California"
nm,051413a,A,"Tuesday, May 14, 2013 05:20:21 UTC",35.6203,-90.5497,2.8,9.90,16,"Arkansas"
ak,10714874,1,"Tuesday, May 14, 2013 05:19:07 UTC",63.3373,-151.4033,1.2,3.00, 5,"Central Alaska"
ak,10714872,1,"Tuesday, May 14, 2013 05:10:42 UTC",63.5211,-150.9229,1.2,5.80, 6,"Central Alaska"
nc,71991216,2,"Tuesday, May 14, 2013 05:07:06 UTC",39.0583,-123.0652,1.7,7.10,28,"Northern California"
ak,10714869,1,"Tuesday, May 14, 2013 04:59:44 UTC",63.0901,-151.4355,1.2,2.80, 5,"Central Alaska"
ak,10714859,2,"Tuesday, May 14, 2013 04:47:59 UTC",52.5666,-174.4948,2.4,167.30,14,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10714852,1,"Tuesday, May 14, 2013 04:33:25 UTC",61.4992,-146.4567,1.3,40.40, 4,"Southern Alaska"
ci,15342353,4,"Tuesday, May 14, 2013 04:18:33 UTC",36.1710,-117.8542,2.0,2.20,28,"Central California"
ak,10714847,1,"Tuesday, May 14, 2013 03:55:38 UTC",62.0802,-145.1830,1.2,23.90, 7,"Central Alaska"
ci,15342345,4,"Tuesday, May 14, 2013 03:54:47 UTC",34.1900,-117.8155,1.0,13.40,12,"Greater Los Angeles area, California"
ci,15342337,3,"Tuesday, May 14, 2013 03:45:05 UTC",32.8833,-116.2550,1.2,10.00,26,"Southern California"
ci,15342329,4,"Tuesday, May 14, 2013 03:40:22 UTC",34.1900,-117.8168,1.6,12.60,42,"Greater Los Angeles area, California"
pr,13134000,0,"Tuesday, May 14, 2013 03:33:35 UTC",17.9006,-67.3087,2.7,8.00,14,"Puerto Rico region"
nc,71991431,2,"Tuesday, May 14, 2013 03:33:34 UTC",37.6568,-119.3740,1.0,8.60,21,"Central California"
ci,15342321,4,"Tuesday, May 14, 2013 03:07:43 UTC",34.1922,-117.6098,1.3,12.70,15,"Greater Los Angeles area, California"
ci,15342313,3,"Tuesday, May 14, 2013 03:01:47 UTC",33.3920,-116.3798,1.0,5.70,30,"Southern California"
ak,10714837,1,"Tuesday, May 14, 2013 02:55:52 UTC",61.1471,-147.0155,1.3,30.30, 5,"Southern Alaska"
ci,15342305,3,"Tuesday, May 14, 2013 02:51:52 UTC",34.3258,-116.4590,1.3,8.60,24,"Southern California"
ak,10714833,1,"Tuesday, May 14, 2013 02:50:13 UTC",62.2329,-149.9032,1.3,0.20, 6,"Central Alaska"
ak,10714831,1,"Tuesday, May 14, 2013 02:49:04 UTC",64.5421,-149.3094,1.5,1.50,15,"Central Alaska"
nc,71991186,0,"Tuesday, May 14, 2013 02:45:13 UTC",38.7590,-122.7192,1.2,1.50,16,"Northern California"
ak,10714824,1,"Tuesday, May 14, 2013 02:39:39 UTC",58.7377,-153.8626,2.9,11.50,16,"Kodiak Island region, Alaska"
ak,10714815,2,"Tuesday, May 14, 2013 02:33:40 UTC",58.7953,-153.9475,4.3,4.00,28,"Kodiak Island region, Alaska"
uu,60023542,4,"Tuesday, May 14, 2013 02:33:31 UTC",39.4423,-111.2188,1.4,2.20,12,"Utah"
ak,10714814,1,"Tuesday, May 14, 2013 02:29:44 UTC",63.3292,-144.9456,1.0,15.40, 4,"Central Alaska"
uu,60023532,2,"Tuesday, May 14, 2013 01:56:40 UTC",39.4352,-111.2190,1.2,1.70, 9,"Utah"
ak,10714800,1,"Tuesday, May 14, 2013 01:19:29 UTC",60.8544,-149.7155,1.7,36.10,13,"Kenai Peninsula, Alaska"
nc,71991586,2,"Tuesday, May 14, 2013 00:46:41 UTC",41.2837,-121.5560,1.6,5.00,15,"Northern California"
ak,10714779,2,"Tuesday, May 14, 2013 00:46:36 UTC",52.7781,-168.9493,3.6,23.80, 7,"Fox Islands, Aleutian Islands, Alaska"
nc,71991161,3,"Tuesday, May 14, 2013 00:38:28 UTC",37.3228,-121.6905,1.6,8.70,51,"Northern California"
hv,60499406,1,"Tuesday, May 14, 2013 00:37:58 UTC",19.5163,-155.7768,2.2,10.20,19,"Island of Hawaii, Hawaii"
us,c000gw27,E,"Tuesday, May 14, 2013 00:32:25 UTC",18.7482,145.2943,6.8,601.80,141,"Pagan region, Northern Mariana Islands"
nc,71071674,2,"Tuesday, May 14, 2013 00:18:37 UTC",37.6397,-119.0278,1.3,3.90,15,"Long Valley area, California"
us,c000gw1s,6,"Tuesday, May 14, 2013 00:08:05 UTC",-18.0958,-175.1363,4.9,201.90,47,"Tonga"
us,c000gw1m,6,"Tuesday, May 14, 2013 00:05:39 UTC",31.1284,-104.7456,2.7,4.30,10,"western Texas"
uu,60023512,2,"Tuesday, May 14, 2013 00:02:04 UTC",39.4368,-111.2165,1.4,2.10,13,"Utah"
ci,37113924,2,"Monday, May 13, 2013 23:56:55 UTC",33.8290,-117.7128,1.2,7.90,16,"Greater Los Angeles area, California"
ci,15342225,6,"Monday, May 13, 2013 23:56:15 UTC",33.7370,-118.3885,1.8,16.80, 9,"San Pedro Channel, California"
us,c000gw1b,4,"Monday, May 13, 2013 23:37:13 UTC",-3.0367,130.2641,4.2,37.80,17,"Seram, Indonesia"
uw,60529562,2,"Monday, May 13, 2013 23:30:03 UTC",47.7420,-120.0465,2.0,6.00,10,"Washington"
ak,10717818,2,"Monday, May 13, 2013 23:24:16 UTC",62.9155,-149.6115,1.0,73.40,13,"Central Alaska"
us,c000gw0v,6,"Monday, May 13, 2013 23:10:47 UTC",2.7821,125.3098,4.9,155.50,56,"Kepulauan Sangihe, Indonesia"
ak,10714735,2,"Monday, May 13, 2013 23:06:49 UTC",65.0035,-147.4465,1.2,0.00, 8,"northern Alaska"
nc,71991106,2,"Monday, May 13, 2013 23:06:42 UTC",36.5658,-121.1188,1.5,7.10,28,"Central California"
ak,10714715,2,"Monday, May 13, 2013 22:35:00 UTC",62.8603,-148.1604,1.4,59.20,26,"Central Alaska"
ak,10714613,2,"Monday, May 13, 2013 22:21:44 UTC",61.6768,-150.7018,1.6,69.20,28,"Southern Alaska"
us,c000gvzj,7,"Monday, May 13, 2013 22:19:16 UTC",28.3954,51.7910,4.8,10.50,60,"southern Iran"
ak,10717813,2,"Monday, May 13, 2013 22:07:05 UTC",62.7252,-151.1735,1.2,82.70,15,"Central Alaska"
nc,71991081,0,"Monday, May 13, 2013 21:29:10 UTC",38.8207,-122.7640,1.2,2.20,19,"Northern California"
uw,60529487,1,"Monday, May 13, 2013 21:20:10 UTC",47.1103,-123.0150,1.1,0.00,10,"Puget Sound region, Washington"
nc,71991066,1,"Monday, May 13, 2013 21:15:30 UTC",38.8385,-122.8372,1.6,2.80,28,"Northern California"
pr,13133005,0,"Monday, May 13, 2013 21:13:34 UTC",17.8983,-67.3005,2.3,9.00, 7,"Puerto Rico region"
ak,10714586,2,"Monday, May 13, 2013 21:10:45 UTC",63.9288,-148.8760,1.2,0.00,12,"Central Alaska"
uu,60023482,4,"Monday, May 13, 2013 20:43:29 UTC",39.4178,-111.0698,1.8,1.00,22,"Utah"
ci,15342185,4,"Monday, May 13, 2013 20:40:40 UTC",33.1435,-116.5492,1.6,15.70,41,"Southern California"
ak,10714568,2,"Monday, May 13, 2013 20:39:13 UTC",55.0618,-159.4030,2.6,24.10, 9,"Alaska Peninsula"
ak,10714559,2,"Monday, May 13, 2013 20:29:06 UTC",63.6172,-149.8592,1.6,120.10,26,"Central Alaska"
ci,15342161,3,"Monday, May 13, 2013 20:09:21 UTC",33.9485,-115.9897,1.0,9.10,24,"Southern California"
ak,10714552,2,"Monday, May 13, 2013 20:01:01 UTC",61.2672,-151.0309,1.6,64.80,31,"Southern Alaska"
ci,15342137,4,"Monday, May 13, 2013 19:35:35 UTC",33.8510,-117.4880,1.2,0.00,20,"Greater Los Angeles area, California"
hv,60499351,1,"Monday, May 13, 2013 19:31:17 UTC",19.3953,-154.9903,1.7,3.70,20,"Hawaii region, Hawaii"
uw,60529417,1,"Monday, May 13, 2013 19:24:10 UTC",44.2477,-123.2405,1.7,0.00,15,"Oregon"
hv,60499336,2,"Monday, May 13, 2013 19:06:03 UTC",19.3842,-155.2840,1.8,2.70,17,"Island of Hawaii, Hawaii"
nn,00411719,1,"Monday, May 13, 2013 18:59:07 UTC",38.7697,-117.9687,1.8,5.00,15,"Nevada"
ak,10717808,2,"Monday, May 13, 2013 18:56:03 UTC",61.1426,-148.0971,1.0,0.00, 7,"Southern Alaska"
ak,10714515,3,"Monday, May 13, 2013 18:54:52 UTC",51.9036,-173.6298,2.0,27.00,12,"Andreanof Islands, Aleutian Islands, Alaska"
ci,15342113,4,"Monday, May 13, 2013 18:54:00 UTC",33.2995,-116.2862,1.8,10.80,56,"Southern California"
ci,15342097,3,"Monday, May 13, 2013 18:27:18 UTC",34.4465,-117.8703,1.0,9.30,18,"Southern California"
uw,60529377,2,"Monday, May 13, 2013 18:21:58 UTC",45.1858,-122.6727,1.7,20.80,24,"Oregon"
uu,60023462,2,"Monday, May 13, 2013 18:15:16 UTC",39.4415,-111.2272,1.3,1.50, 8,"Utah"
hv,60499311,2,"Monday, May 13, 2013 18:07:41 UTC",19.2827,-155.5680,2.7,5.50,49,"Island of Hawaii, Hawaii"
nn,00411696,1,"Monday, May 13, 2013 17:34:10 UTC",38.1625,-118.2486,1.1,8.40,13,"Nevada"
ak,10714456,2,"Monday, May 13, 2013 17:23:19 UTC",62.2659,-151.4240,3.0,86.70,65,"Central Alaska"
nc,71990966,2,"Monday, May 13, 2013 17:22:42 UTC",41.0472,-123.3327,2.5,34.90,40,"Northern California"
uw,60529332,1,"Monday, May 13, 2013 17:13:59 UTC",45.6753,-122.7432,1.1,26.00,18,"Portland urban area, Washington"
ak,10717804,2,"Monday, May 13, 2013 17:13:18 UTC",62.8807,-152.1113,1.5,141.80,22,"Central Alaska"
nc,71990956,0,"Monday, May 13, 2013 16:58:49 UTC",37.4647,-118.6167,1.3,9.00,12,"Central California"
ak,10714437,2,"Monday, May 13, 2013 16:55:46 UTC",60.4668,-146.8677,1.9,3.00,29,"Southern Alaska"
uu,60023452,2,"Monday, May 13, 2013 16:46:23 UTC",41.8603,-112.3340,1.0,3.20,13,"Utah"
ci,15342057,3,"Monday, May 13, 2013 16:43:15 UTC",32.9005,-115.9392,1.2,6.30,19,"Southern California"
nn,00411677,1,"Monday, May 13, 2013 16:40:17 UTC",38.7718,-117.9497,2.2,9.80,11,"Nevada"
ci,15342049,2,"Monday, May 13, 2013 16:29:08 UTC",35.1465,-118.4002,1.1,0.00, 7,"Central California"
ci,15342041,3,"Monday, May 13, 2013 16:13:51 UTC",33.3762,-116.3545,1.0,6.60,39,"Southern California"
pr,13133004,0,"Monday, May 13, 2013 15:59:59 UTC",18.0685,-66.5960,1.5,1.00, 5,"Puerto Rico"
us,2013qdap,6,"Monday, May 13, 2013 15:46:45 UTC",48.5864,154.8717,4.5,54.10,24,"Kuril Islands"
ak,10714396,2,"Monday, May 13, 2013 15:33:02 UTC",60.3099,-151.6600,1.8,67.60,28,"Kenai Peninsula, Alaska"
nn,00411665,1,"Monday, May 13, 2013 14:52:51 UTC",38.7674,-117.9762,1.5,5.80,12,"Nevada"
us,2013qdan,6,"Monday, May 13, 2013 14:46:43 UTC",-6.5092,129.7021,4.7,158.60,44,"Banda Sea"
ak,10714384,2,"Monday, May 13, 2013 14:43:36 UTC",61.1623,-148.1604,1.0,0.00, 8,"Southern Alaska"
ak,10714383,2,"Monday, May 13, 2013 14:40:30 UTC",53.8544,-164.3339,2.4,57.90,16,"Unimak Island region, Alaska"
us,2013qdal,4,"Monday, May 13, 2013 14:39:27 UTC",34.0095,-37.5465,4.9,10.00,72,"northern Mid-Atlantic Ridge"
hv,60499281,2,"Monday, May 13, 2013 14:30:10 UTC",19.3728,-155.2398,1.9,3.60,20,"Island of Hawaii, Hawaii"
ak,10717799,2,"Monday, May 13, 2013 14:25:32 UTC",51.9507,-171.5999,2.7,21.60,11,"Fox Islands, Aleutian Islands, Alaska"
nn,00411661,1,"Monday, May 13, 2013 14:12:18 UTC",38.5062,-118.1921,1.5,8.20,13,"Nevada"
us,2013qdak,4,"Monday, May 13, 2013 13:59:29 UTC",36.7784,140.4999,4.6,29.00,63,"near the east coast of Honshu, Japan"
ak,10714373,2,"Monday, May 13, 2013 13:57:19 UTC",63.5863,-147.5424,1.2,1.30,20,"Central Alaska"
ak,10714371,2,"Monday, May 13, 2013 13:56:13 UTC",61.1601,-147.0116,1.3,0.00, 7,"Southern Alaska"
us,2013qdaj,6,"Monday, May 13, 2013 13:54:07 UTC",-7.9492,-79.9130,4.9,55.60,191,"near the coast of northern Peru"
nn,00411657,1,"Monday, May 13, 2013 13:25:50 UTC",38.9767,-118.7163,1.3,5.30,12,"Nevada"
ak,10714362,2,"Monday, May 13, 2013 13:21:40 UTC",59.5853,-152.9291,2.5,96.50,52,"Southern Alaska"
us,2013qdai,6,"Monday, May 13, 2013 13:21:10 UTC",-3.0032,130.1853,4.4,36.70,30,"Seram, Indonesia"
pr,13133003,0,"Monday, May 13, 2013 13:14:57 UTC",18.8570,-67.3300,2.4,6.00, 7,"Puerto Rico region"
nc,71990861,0,"Monday, May 13, 2013 13:06:21 UTC",38.8437,-122.8265,1.0,2.30,17,"Northern California"
ak,10717795,2,"Monday, May 13, 2013 13:03:53 UTC",58.7591,-153.8678,1.2,6.70, 9,"Kodiak Island region, Alaska"
ak,10714359,2,"Monday, May 13, 2013 12:57:36 UTC",61.5244,-148.7028,1.0,34.60,16,"Southern Alaska"
ak,10717792,2,"Monday, May 13, 2013 12:39:02 UTC",58.8084,-153.9993,1.6,8.40,15,"Kodiak Island region, Alaska"
ak,10714353,2,"Monday, May 13, 2013 12:33:50 UTC",63.2396,-150.3633,2.3,108.20,49,"Central Alaska"
nn,00411654,1,"Monday, May 13, 2013 12:33:07 UTC",38.9796,-118.7190,1.9,13.60,13,"Nevada"
pr,13133002,0,"Monday, May 13, 2013 12:09:29 UTC",17.8899,-67.3119,2.4,11.00, 5,"Puerto Rico region"
ak,10714348,2,"Monday, May 13, 2013 12:08:02 UTC",63.5855,-147.2146,1.0,0.40,19,"Central Alaska"
ak,10714345,2,"Monday, May 13, 2013 11:59:43 UTC",60.9369,-149.3286,1.2,29.40,25,"Kenai Peninsula, Alaska"
ak,10714344,2,"Monday, May 13, 2013 11:55:01 UTC",60.9840,-138.5032,2.0,10.30,18,"Southern Yukon Territory, Canada"
ci,15342001,4,"Monday, May 13, 2013 11:17:46 UTC",33.5160,-116.4488,1.5,9.20,55,"Southern California"
nc,71990806,2,"Monday, May 13, 2013 11:14:22 UTC",37.6032,-122.4552,2.3,9.80, 6,"San Francisco Bay area, California"
pr,13133001,0,"Monday, May 13, 2013 11:06:51 UTC",17.9925,-66.5371,1.3,15.00, 6,"Puerto Rico"
ak,10717786,2,"Monday, May 13, 2013 11:03:13 UTC",51.4292,-178.1991,1.6,13.30,16,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10714335,2,"Monday, May 13, 2013 10:59:18 UTC",62.3165,-151.1532,2.6,86.50,65,"Central Alaska"
ak,10714333,2,"Monday, May 13, 2013 10:54:51 UTC",58.8552,-153.7286,2.1,8.10,23,"Kodiak Island region, Alaska"
pr,13133000,0,"Monday, May 13, 2013 10:21:44 UTC",19.4055,-64.1536,3.4,104.00, 5,"Virgin Islands region"
ak,10714327,2,"Monday, May 13, 2013 10:12:18 UTC",61.7155,-150.1125,1.4,45.10,26,"Southern Alaska"
ci,15341993,3,"Monday, May 13, 2013 10:10:46 UTC",33.8332,-117.8695,1.1,8.30,28,"Greater Los Angeles area, California"
ak,10714323,2,"Monday, May 13, 2013 09:59:07 UTC",62.9703,-149.7074,1.1,74.40,17,"Central Alaska"
ak,10717781,2,"Monday, May 13, 2013 09:40:16 UTC",58.8627,-153.7238,1.5,9.70,16,"Kodiak Island region, Alaska"
ak,10714318,2,"Monday, May 13, 2013 09:31:46 UTC",59.9464,-153.1823,2.1,117.80,38,"Southern Alaska"
ak,10717779,2,"Monday, May 13, 2013 09:29:44 UTC",58.8536,-153.6312,1.4,4.20,12,"Kodiak Island region, Alaska"
ak,10717778,2,"Monday, May 13, 2013 09:28:27 UTC",58.8217,-153.6002,1.5,1.40,12,"Kodiak Island region, Alaska"
ak,10717777,2,"Monday, May 13, 2013 09:28:02 UTC",53.8203,-164.1172,2.4,25.60,14,"Unimak Island region, Alaska"
nc,71990761,3,"Monday, May 13, 2013 09:26:47 UTC",38.8043,-122.7913,1.9,0.90,63,"Northern California"
ak,10714312,2,"Monday, May 13, 2013 08:43:56 UTC",60.8612,-149.9754,1.9,40.40,37,"Kenai Peninsula, Alaska"
ak,10717775,2,"Monday, May 13, 2013 08:31:33 UTC",58.6834,-154.9214,1.8,134.30,13,"Alaska Peninsula"
uu,60023442,4,"Monday, May 13, 2013 08:17:05 UTC",37.1002,-112.1255,2.2,17.00,19,"Utah"
ak,10717774,2,"Monday, May 13, 2013 08:10:56 UTC",58.1421,-154.2151,1.5,14.60, 8,"Alaska Peninsula"
